row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260224 QC.mzdata.xml Peak area,20260224 SM1.mzdata.xml Peak area,20260224 SM1F20.mzdata.xml Peak area,20260224 SM2 F20.mzdata.xml Peak area,20260224 SM2.mzdata.xml Peak area,20260224 SM3 F20.mzdata.xml Peak area,20260224 SM3.mzdata.xml Peak area,20260224 SP1.mzdata.xml Peak area,20260224 SP2.mzdata.xml Peak area,20260224 SP3.mzdata.xml Peak area,
403,662.3570094800174,6.00675,,,,,,,,,,,0,0,2472.27,4293.1836,0,2270.3562,0,0,0,207.03351,
404,200.12761788690915,6.022,,,,,,,,,,,2742.6685,4789.6143,11379.563,14855.039,32966.895,4572.3433,13627.23,0,0,0,
405,622.3634496418503,6.063778,,,,,,,,,,,807.3095,583.33606,5894.04,9346.9,889.6487,3390.6042,861.0405,709.9247,0,1909.9475,
406,675.3780028996287,6.0994287,,,,,,,,,,,2600.9146,6872.7915,0,0,34862.453,0,32201.986,6219.974,2405.0706,23185.094,
407,692.4048421547997,6.0994287,,,,36,28,[M+NH4]+,,2,407;408,674.37113,32630.393,35759.574,0,0,55697.582,0,59606.953,47921.227,25787.504,78016.77,
408,697.360459570487,6.0994287,,,,36,28,[M+Na]+,,2,407;408,674.37113,27105.459,34702.555,0,0,43748.297,0,49017.29,36051.31,21261.633,48666.547,
409,635.3833257463065,6.150857,,,,,,,,,,,5420.532,29136.268,0,0,84706.86,0,33467.883,5455.8643,4866.084,18992.836,
410,657.3657194757573,6.150857,,,,,,,,,,,44407.98,65235.23,0,0,105870.72,0,79716.27,32500.006,36630.887,58730.07,
411,659.3705730924747,6.150857,,,,,,,,,,,3599.3433,5275.962,0,0,9088.677,0,6697.041,2721.2002,2990.242,4917.0933,
412,652.410275463039,6.1559997,,,,,,,,,,,74595.086,106952.445,0,0,177361.06,0,128716.99,68468.305,67889.79,121737.12,
413,711.3397669563932,6.161333,,,,,,,,,,,0,0,3262.5784,3570.87,0,2540.2148,0,0,0,0,
414,706.3817834132635,6.16875,,,,,,,,,,,0,0,1317.0366,3537.7573,0,1595.1005,0,0,0,131.01035,
415,436.28789564871914,6.182625,,,,,,,,,,,462.7417,946.89935,1838.259,2920.5942,2755.7021,2384.5078,3018.4524,0,0,159.54648,
416,838.4435447027331,6.191,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7073.2407,
417,345.1797338845824,6.2083335,,,,,,,,,,,2848.4255,0,542.27576,39330.293,4872.694,21664.393,3658.2493,0,0,0,
418,671.3434990664351,6.2116,,,,,,,,,,,673.83057,296.8159,2450.4985,3012.2244,653.7204,1774.3495,459.9004,220.80775,169.18436,608.7706,
419,666.3912648051232,6.2117777,,,,,,,,,,,580.67786,543.24023,3400.1665,6646.7686,1230.8394,3186.8704,756.0285,299.95755,0,1058.5685,
420,360.2066815815385,6.243428,,,,37,,,,,,,4638.404,10002.125,0,0,43250.97,0,39708.746,7773.4966,3882.9846,26618.83,
421,736.431369257965,6.243428,,,,37,29,[M+NH4]+,,2,422;421,718.39768,33335.133,31231.65,0,0,47665.188,0,52893.37,51955.062,27639.781,81546.99,
422,741.3870244448652,6.243428,,,,37,29,[M+Na]+,,2,422;421,718.39768,28726.338,27053.238,0,0,37538.727,0,42466.258,36818.105,22187.479,48858.477,
423,232.15325393975598,6.250125,,,,,,,,,,,749.7174,902.1394,2414.011,4284.697,4353.4673,3060.4604,4290.5703,0,0,103.9167,
424,325.2122374656868,6.28425,,,,,,,,,,,240.9969,0,0,4864.2183,0,2580.6394,177.27393,0,0,0,
425,436.2878267350784,6.295125,,,,,,,,,,,602.3006,1113.6211,2303.1301,3337.5447,4202.895,2471.4446,4362.8345,0,0,171.28864,
426,750.4100576475481,6.30375,,,,,,,,,,,0,0,2349.659,4303.087,0,1732.0278,0,0,0,581.187,
427,340.2086548191752,6.305143,,,,,,,,,,,5094.4907,26543.822,0,0,69618.234,0,29849.793,6734.088,4801.0894,22603.195,
428,362.19200087689745,6.305143,,,,,,,,,,,868.1449,955.181,0,0,1812.7668,0,1231.5968,450.49487,661.5673,437.53967,
429,696.4365117455343,6.305143,,,,,,,,,,,73401.94,102761.59,0,0,167191.25,0,127645.79,64224.773,56152.01,108679.78,
430,701.391850677934,6.305143,,,,,,,,,,,37937.535,61225.67,0,0,100913.92,0,78112.65,32999.945,31014.197,50964.668,
431,406.27393563110763,6.3166,,,,,,,,,,,0,0,110.49817,221.6973,300.5022,135.85309,563.7359,0,0,0,
432,200.12713495045227,6.325428,,,,,,,,,,,9228.522,10462.994,25558.275,42158.34,102601.52,16173.861,54594.6,0,0,0,
433,710.4160289438852,6.361666,,,,,,,,,,,493.33594,0,2642.9338,4487.2236,1048.81,1902.1641,0,0,0,814.40076,
434,370.2114674939145,6.377,,,,,,,,,,,271.71942,0,0,9708.069,2017.5938,6025.742,1075.9275,0,0,0,
435,382.22000537770384,6.3874283,,,,38,,,,,,,5290.907,11393.645,0,0,48707.598,0,47579.17,10086.712,4582.213,34712.51,
436,780.4577647345434,6.3874283,,,,38,30,[M+NH4]+,,2,437;436,762.42397,30148.775,30968.582,0,0,47670.938,0,48854.1,48384.3,23936.227,72210.33,
437,785.4132223647274,6.3874283,,,,38,30,[M+Na]+,,2,436;437,762.42397,25641.986,27615.467,0,0,37322.55,0,40645.21,34206.344,20507.326,43438.586,
438,949.4799953860448,6.4013333,,,,,,,,,,,0,0,1461.4756,2973.9922,0,1006.44806,0,0,0,0,
439,799.3921384077164,6.4328003,,,,,,,,,,,0,0,1173.2603,1857.6797,0,762.2336,0,124.14917,0,139.76099,
440,362.22182247966805,6.438714,,,,,,,,,,,6099.9824,27102.676,0,0,81270.91,0,38225.94,6439.876,5186.441,22241.242,
441,740.4626523365212,6.438714,,,,,,,,,,,60789.535,80639.336,0,0,124859.43,0,102984.01,55940.05,52199.51,101901.664,
442,745.4180905072853,6.438714,,,,,,,,,,,36446.074,52142.145,0,0,83557.945,0,69627.98,28190.117,28781.988,48525.125,
443,794.4375813200302,6.4477496,,,,,,,,,,,0,0,1303.99,2763.3345,0,1160.9231,0,0,0,220.6228,
444,416.26251341060623,6.4480004,,,,,,,,,,,827.2697,1125.3015,2297.6472,3930.8425,3857.472,3886.464,5687.01,0,0,176.44458,
445,434.27206370603847,6.4692864,,,,,,,,,,,261.54156,374.0866,1303.0896,1808.1873,2425.5688,1609.0562,2659.9077,0,0,0,
446,450.30326024895385,6.4948573,,,,,,,,,,,293.2937,599.491,1373.8262,1788.6158,3654.9763,1824.7701,3824.294,0,0,0,
447,993.506226694808,6.4973335,,,,,,,,,,,0,0,1440.6589,3463.1692,0,1111.038,0,0,0,0,
448,754.442448130511,6.4994993,,,,,,,,,,,195.8863,315.70554,1150.5519,2735.9897,537.70593,1051.9088,422.72546,225.98091,145.29431,519.5772,
449,404.23247816468114,6.5107145,,,,39,,,,,,,4200.119,14426.909,0,0,60660.137,0,54125.266,9035.2295,3328.1045,30399.88,
450,824.4839487143139,6.5107145,,,,39,31,[M+NH4]+,,2,451;450,806.45021,28723.09,27596.89,0,0,44237.48,0,54767.824,34948.953,21485.8,60989.742,
451,829.4395151329121,6.515857,,,,39,31,[M+Na]+,,2,451;450,806.45021,27410.17,24889.66,0,0,37878.86,0,45739.188,27914.307,20081.436,35745.52,
452,784.4891553548249,6.567285,,,,,,,,,,,39668.71,64300.254,0,0,103487.234,0,78586.14,52005.035,35537.2,94990.05,
453,789.444569253278,6.567285,,,,,,,,,,,26018.219,43219.16,0,0,71616.91,0,56738.727,28820.14,22144.072,47622.254,
454,401.2617097315753,6.572428,,,,,,,,,,,7859.5547,8565.741,0,0,20167.643,0,14530.215,6630.216,6508.0483,10682.655,
455,384.2351531762896,6.5953336,,,,,,,,,,,5670.905,18877.967,209.8739,227.30884,59314.973,0,38849.86,6663.743,5153.363,25584.068,
456,1037.5321255924275,6.605,,,,,,,,,,,0,0,1586.491,3378.2778,0,833.7892,0,0,0,0,
457,400.2664694854952,6.622444,,,,,,,,,,,210.72281,307.83923,1128.3049,2287.8657,3261.4778,958.97504,1419.0576,91.334496,0,287.76968,
458,440.2592330741454,6.625666,,,,,,,,,,,0,0,691.4645,628.42114,0,226.34763,0,0,0,0,
459,434.75819924631793,6.6392856,,,,,,,,,,,1561.4482,2963.407,0,0,12713.112,0,11822.451,2596.2285,1227.4551,8712.943,
460,443.27203018681575,6.6392856,,,,,,,,,,,7328.313,5597.2603,0,0,11988.116,0,11825.603,7340.8115,5168.109,10929.674,
461,868.5103735910662,6.6392856,,,,,,,,,,,20036.322,21048.729,0,0,35297.938,0,38190.17,37385.926,17854.29,61470.938,
462,873.466014109803,6.6392856,,,,,,,,,,,19601.041,21322.975,0,0,31861.377,0,35168.742,28982.418,16048.772,39748.11,
463,426.2456859514991,6.6452503,,,,,,,,,,,3534.819,11249.502,133.7635,0,48108.95,0,46589.24,8331.261,2982.3525,32663.111,
464,833.4708161953913,6.685571,,,,,,,,,,,18486.11,37889.19,0,0,62395.242,0,56125.715,18292.113,15279.5205,39324.81,
465,828.5151850354597,6.6907144,,,,,,,,,,,30276.89,52026.87,0,0,84633.73,0,75288.92,35596.55,26390.062,69507.98,
466,1081.557911691673,6.6934996,,,,,,,,,,,0,0,1495.5579,2824.0078,0,0,0,0,0,0,
467,382.25481875269173,6.694125,,,,,,,,,,,116.69096,243.73715,1670.8232,1520.9078,1571.1941,449.00885,1154.8683,0,0,336.7107,
468,1009.5527919017048,6.695,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2518.128,
469,430.2766046486661,6.744625,,,,,,,,,,,412.846,107.07049,1127.1301,1820.6223,383.12347,2422.0645,3701.3633,0,0,91.90051,
470,448.2597842116208,6.7472854,,,,,,,,,,,3048.5261,7023.4946,0,0,38705.527,0,43222.6,6376.0615,4166.024,27701.377,
471,465.2851430289235,6.7472854,,,,,,,,,,,12335.369,7719.9556,0,0,13303.598,0,13855.735,12335.638,9415.769,10413.241,
472,912.536538427543,6.7472854,,,,40,32,[M+NH4]+,,2,472;473,894.50278,14825.328,17683.168,0,0,31323.121,0,35342.19,28950.215,13151.498,58345.086,
473,917.4920630837794,6.7472854,,,,40,32,[M+Na]+,,2,472;473,894.50278,16829.887,18675.682,0,0,30109.652,0,32993.84,25257.088,13654.473,36671.707,
474,448.2875384439626,6.7603335,,,,,,,,,,,0,0,333.12842,649.3008,0,1270.192,0,0,0,0,
475,302.1947986444392,6.7862,,,,,,,,,,,381.3902,376.32312,1174.537,2023.6818,2055.6685,1103.819,1879.8243,426.5511,227.37918,1668.6428,
476,1125.5829318278477,6.7929997,,,,,,,,,,,0,0,1341.41,1079.6624,0,314.35828,0,0,0,0,
477,428.26045801054744,6.7998753,,,,,,,,,,,2499.7856,10545.081,0,103.5181,41705.79,0,19757.223,3664.9634,2134.9292,12085.023,
478,445.28794476700523,6.803857,,,,,,,,,,,17551.809,16074.108,0,0,23274.533,0,16104.84,11663.358,12094.788,9129.689,
479,872.5413451496387,6.8089995,,,,,,,,,,,15614.736,38661.684,0,0,72414.04,0,61630.066,21090.252,12176.844,53953.547,
480,877.4967748325488,6.8089995,,,,,,,,,,,9613.779,30577.227,0,0,56290.45,0,46381.16,14508.9795,8399.158,26609.8,
481,470.2715296099651,6.8268,,,,43,,,,,,,2066.0847,5456.787,153.35458,354.08734,33375.31,621.53723,32167.473,5027.8936,3169.491,20860.51,
482,567.3282615494352,6.8295712,,,,,,,,,,,2294.1035,8656.028,0,0,47997.785,0,41925.38,2101.4204,1008.8287,7427.634,
483,267.20561969855476,6.8535,,,,,,,,,,,968.63074,0,325.57346,21059.662,0,17314.287,0,0,0,0,
484,487.2982778036247,6.855286,,,,43,,,,,,,13974.197,9578.154,0,0,12931.695,0,14257.815,16525.19,10711.634,10478.409,
485,956.562518013584,6.855286,,,,43,33,[M+NH4]+,,2,486;485,938.52876,9445.241,13772.63,0,0,28012.516,0,31175.127,20749.738,7922.174,50072.37,
486,961.5180433814968,6.855286,,,,43,33,[M+Na]+,,2,486;485,938.52876,11672.522,15951.565,0,0,26393.738,0,29273.25,19159.002,9489.807,30980.693,
487,362.25086890013694,6.8664994,,,,,,,,,,,0,440.61627,1176.5522,1592.2947,2636.1108,366.46484,1915.5322,0,0,0,
488,596.3044063098123,6.8946667,,,,,,,,,,,0,0,1226.3252,268.03577,0,354.50806,0,0,0,0,
489,916.5675124934621,6.906714,,,,,,,,,,,7575.205,27093.334,0,0,52626.96,0,47396.32,13166.062,5882.4146,40412.844,
490,921.522922949034,6.906714,,,,,,,,,,,4801.8555,22944.521,0,0,44086.934,0,36510.28,9006.434,4103.455,21456.426,
491,467.30091172127334,6.911857,,,,,,,,,,,15411.837,18124.545,0,0,20738.818,0,15628.779,13121.11,11503.857,8692.225,
492,469.7783700837611,6.911857,,,,,,,,,,,11375.882,12075.807,0,0,9278.037,0,7490.106,8283.369,7729.8916,3709.324,
493,589.3411649836,6.9221425,,,,,,,,,,,2294.408,11148.882,0,0,52341.934,0,55005.227,2445.6592,1006.7782,11012.209,
494,1199.658416701565,6.9272857,,,,,,,,,,,9635.053,6501.5586,0,0,9304.496,0,11177.363,3662.8103,1884.9746,3303.5652,
495,400.26720562200114,6.955111,,,,,,,,,,,640.81903,1803.0244,1297.3424,8350.153,3153.559,3628.1907,4623.826,103.17016,0,1667.7417,
496,492.28466163640826,6.9579997,,,,,,,,,,,1199.4775,3380.3638,0,0,24826.723,0,18411.697,4167.357,1152.7847,12708.189,
497,511.78938467937445,6.9579997,,,,44,,,,,,,10314.755,7456.4775,0,0,6046.1396,0,5666.051,10596.145,7886.93,4462.501,
498,509.3113075622837,6.9631424,,,,44,,,,,,,13282.106,10204.07,0,0,13373.216,0,12274.426,16598.574,9785.564,9813.082,
499,1000.5883289944749,6.9631424,,,,44,34,[M+NH4]+,,2,499;500,982.55484,5297.4683,10415.643,0,0,26163.703,0,24443.938,12434.519,4444.7,36498.906,
500,1005.5443967562695,6.9631424,,,,44,34,[M+Na]+,,2,499;500,982.55484,6085.4673,12350.17,0,0,26336.21,0,25013.094,13269.938,5123.9365,24751.04,
501,513.2866490223219,6.983,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24540.488,
502,371.23864602064714,6.990667,,,,,,,,,,,0,0,769.5402,859.99744,0,718.23303,0,0,0,0,
503,359.1953186052956,6.997667,,,,,,,,,,,3143.2542,0,284.45868,45133.746,1761.7318,27221.326,1300.0813,0,0,0,
504,611.3542078649568,6.999286,,,,,,,,,,,3651.0833,13817.776,0,0,77028.42,0,58993.37,3801.1362,1246.4004,13867.128,
505,1243.684731973459,6.999285,,,,,,,,,,,13695.215,10039.021,0,0,13794.686,0,14643.561,10815.674,3175.6433,10947.742,
506,440.2604532906509,7.00375,,,,,,,,,,,0,0,2086.2412,2570.708,92.41965,862.64575,0,0,0,0,
507,489.31382398948307,7.0095716,,,,,,,,,,,12457.924,15017.068,0,0,16310.482,0,13343.824,11236.112,9866.425,7697.656,
508,960.5936981022649,7.0095716,,,,,,,,,,,4752.777,17000.312,0,0,34684.984,0,30971.262,6888.243,3618.6367,28301.127,
509,965.5493145382992,7.0095716,,,,,,,,,,,2935.0205,14437.465,0,0,31350.807,0,26058.602,3784.774,2094.921,16623.783,
510,531.3244936896459,7.050714,,,,,,,,,,,11498.326,10445.358,0,0,12261.032,0,11702.1,12959.361,7912.46,8548.602,
511,533.8021964720582,7.050714,,,,,,,,,,,8708.991,6981.1465,0,0,4716.8594,0,5406.7544,8630.296,5716.2866,3350.5457,
512,1044.6142959496974,7.050714,,,,41,35,[M+NH4]+,,2,512;513,1026.58077,3083.6084,8572.899,0,0,19861.184,0,20386.361,6942.593,2123.2188,23503.078,
513,1049.5702908480966,7.050714,,,,41,35,[M+Na]+,,2,512;513,1026.58077,3207.0464,9748.566,0,0,22564.828,0,22328.965,7151.937,2214.8374,17847.957,
514,382.25636636505027,7.065285,,,,,,,,,,,0,107.3004,562.9227,641.5386,998.2732,411.02435,1919.2849,0,0,326.26855,
515,1287.7114436712368,7.081571,,,,42,,,,,,,14508.737,14854.164,0,0,20274.92,0,24423.86,11476.031,2309.8748,10931.612,
516,633.3665124383024,7.0867143,,,,42,,,,,,,4564.479,19983.594,0,0,77047.99,0,81973.89,3664.5889,1005.5437,14420.579,
517,511.3272751034788,7.107143,,,,,,,,,,,8003.8745,11746.721,0,0,12280.857,0,9004.54,9919.1455,7143.66,7650.8613,
518,1004.619994697365,7.107143,,,,,,,,,,,1559.6854,8990.109,0,0,24322.615,0,17875.777,3873.252,1472.1936,20182.336,
519,1009.5748574820591,7.107143,,,,,,,,,,,1091.9679,7064.287,0,0,21187.38,0,15905.314,2415.533,1075.2388,11535.46,
520,553.3374337285717,7.1431427,,,,,,,,,,,7860.9165,7479.6816,0,0,7133.7637,0,7862.5923,12333.988,6609.5054,8995.564,
521,555.8154065506707,7.1431427,,,,,,,,,,,5611.0024,4430.389,0,0,2920.7898,0,3138.3872,8164.87,4623.97,3710.496,
522,1088.6403664471227,7.1431427,,,,46,36,[M+NH4]+,,2,523;522,1070.60671,1492.1667,5191.6865,0,0,11064.484,0,11692.883,3824.1921,1126.1525,18525.71,
523,1093.5961034512036,7.1431427,,,,46,36,[M+Na]+,,2,523;522,1070.60671,1643.6877,5699.8467,0,0,13929.29,0,14209.116,4174.12,1190.7423,13808.7,
524,655.3796379664631,7.158428,,,,46,37,[M+H]+,,2,525;524,654.3733,5299.4604,19158.953,0,0,105309.24,0,94106.25,3034.171,946.3785,17618.635,
525,1331.737677537702,7.168714,,,,46,37,[2M+Na]+,,2,525;524,654.3733,14682.912,18165.83,0,0,27778.13,0,28894.566,11131.225,2270.2822,17401.24,
526,672.4082629354209,7.173857,,,,46,,,,,,,10069.302,9268.383,0,0,23997.662,0,20630.54,7978.5864,4118.496,12646.81,
527,674.8858655498472,7.173857,,,,46,,,,,,,11331.8125,6722.675,0,0,12189.63,0,10924.112,8025.301,4644.533,5101.149,
528,533.3401785659072,7.1944284,,,,,,,,,,,4662.892,8044.9917,0,0,9325.743,0,6235.8745,5652.788,4073.001,5084.619,
529,500.3057116775504,7.197,,,,,,,,,,,0,0,488.87436,669.0563,0,269.62677,0,0,0,0,
530,1048.6454072003696,7.199572,,,,,,,,,,,750.27277,5101.1274,0,0,15081.007,0,9504.573,1650.0127,547.57043,9360.12,
531,376.2674611949721,7.201,,,,,,,,,,,200.18228,326.24802,587.9036,1462.4958,1745.7609,451.20532,1352.9791,0,0,0,
532,393.1800309804441,7.2238336,,,,,,,,,,,5850.829,0,889.1208,72498.45,2367.2837,37335.18,1559.1819,0,0,0,
533,575.3502318866558,7.230429,,,,47,,,,,,,4627.728,5123.196,0,0,6020.7993,0,5587.059,7649.937,3470.2078,5769.107,
534,677.3922566194573,7.230429,,,,47,,,,,,,6201.779,17583.531,0,0,110456.63,0,99492.56,3129.9165,1537.346,17457.55,
535,1375.7635433435785,7.2355714,,,,47,,,,,,,15220.915,19235.398,0,0,31447.203,0,32805.266,13207.357,1917.9927,19520.225,
536,694.4215292631969,7.2458577,,,,47,,,,,,,13084.796,14487.249,0,0,31080.229,0,31615.494,10610.528,5551.4355,16309.024,
537,696.899030025166,7.2458577,,,,47,,,,,,,13970.423,9784.92,0,0,13062.952,0,13189.015,10449.338,6415.958,7793.8164,
538,301.19020164359523,7.262,,,,,,,,,,,3458.6768,0,1912.7444,62869.94,0,47973.984,0,0,0,0,
539,302.1939071295807,7.262,,,,,,,,,,,646.31287,0,411.20465,12810.454,0,10112.53,0,0,0,0,
540,1419.7899855260405,7.297286,,,,49,38,[2M+Na]+,,2,541;540,698.39943,14180.153,19614.736,0,0,33645.59,0,34638.832,10176.12,1432.901,20658.229,
541,699.4057532183273,7.2985,,,,49,38,[M+H]+,,2,541;540,698.39943,6100.814,16565.033,0,0,110550.71,0,100436.5,3102.2932,0,23474.75,
542,467.2764945693758,7.301,,,,49,,,,,,,0,835.00885,0,0,4278.416,0,4512.3813,102.91834,0,797.353,
543,597.3630881070942,7.3178573,,,,49,,,,,,,2137.5686,2531.8115,0,0,3913.3538,0,2874.9597,4620.4785,2143.8042,4658.8867,
544,716.4342972766678,7.3178573,,,,49,,,,,,,14697.891,18037.977,0,0,35011.664,0,36580.977,12238.723,6613.6753,20047.305,
545,718.9121612343821,7.3178573,,,,49,,,,,,,16199.239,12818.201,0,0,14748.412,0,14667.374,10441.996,7763.3013,8131.0586,
546,418.277507645384,7.327667,,,,,,,,,,,617.2133,2009.047,4492.704,3726.6233,5316.705,834.74084,2622.0222,113.5685,0,1615.6711,
547,374.2525355199745,7.3334284,,,,,,,,,,,219.8204,677.63367,2606.851,1264.9387,2859.9595,355.155,1421.2952,0,0,0,
548,438.24538765544554,7.3496666,,,,45,,,,,,,0,0,3013.8164,618.23914,0,250.91974,0,0,0,0,
549,1463.8162119408223,7.359,,,,48,,,,,,,13279.885,18999.377,0,0,28886.81,0,34115.836,11418.3955,1517.8497,20908.7,
550,440.25737747555524,7.361,,,,45,,,,,,,0,0,4261.067,575.6128,91.39427,279.0956,0,0,0,0,
551,721.4178000129431,7.3645,,,,48,,,,,,,4990.188,21343.533,0,0,74849.484,0,93121.14,2279.8455,0,22234.715,
552,362.2520843451985,7.3731427,,,,,,,,,,,165.43079,422.59705,1220.7827,1713.8739,2510.2239,357.3191,2462.6287,0,0,0,
553,738.4477565689273,7.3744283,,,,48,,,,,,,15215.275,19634.457,0,0,40656.004,0,39570.29,14209.0205,7439.5005,23274.943,
554,740.925946947569,7.3744283,,,,48,,,,,,,15769.816,10874.832,0,0,16025.023,0,16814.174,11370.542,7964.985,8958.937,
555,420.2943789874942,7.4165,,,,,,,,,,,5912.7085,16988.596,19028.004,4678.5596,61048.43,5445.404,49998.36,828.657,249.77805,3150.247,
556,454.2747059669844,7.4216666,,,,,,,,,,,0,0,1169.4851,168.82338,0,93.79022,0,0,0,0,
557,743.4305781706539,7.4305,,,,51,,,,,,,3461.0654,15117.791,0,0,91133.3,0,81506.26,1935.3674,0,20957.055,
558,760.4608870298413,7.4309998,,,,51,,,,,,,15821.4375,21112.117,0,0,33388.234,0,39996.35,15121.849,7680.3936,24685.074,
559,760.9626475061457,7.4309998,,,,51,,,,,,,9639.157,13511.349,0,0,25556.979,0,24726.479,11316.9375,4611.848,14359.668,
560,762.9388043365034,7.4309998,,,,51,,,,,,,13583.656,12618.267,0,0,15741.861,0,15801.692,14772.426,8312.645,9376.459,
561,1507.8425545539144,7.4309998,,,,51,,,,,,,11422.412,17764.877,0,0,33066.406,0,25692.057,10053.719,1250.0978,20107.072,
562,442.2754324150298,7.4605713,,,,,,,,,,,118.82611,263.93695,1531.979,541.1432,836.04645,452.75696,662.1575,0,0,0,
563,424.26476547228,7.478667,,,,,,,,,,,0,0,7812.5615,777.792,0,492.78766,0,0,0,0,
564,562.820093753539,7.486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17803.69,
565,418.2780623973025,7.4876657,,,,,,,,,,,919.43445,2386.0264,3264.0059,1415.3646,8763.762,683.69275,6774.1074,133.5492,0,1316.164,
566,782.4739458316146,7.497857,,,,52,,,,,,,15133.446,21302.713,0,0,42891.043,0,38841.43,14409.847,7762.4683,24909.902,
567,784.9522699553723,7.497857,,,,52,,,,,,,12396.915,12338.512,0,0,14666.765,0,15399.833,14030.966,8367.492,10160.023,
568,785.4530718453027,7.497857,,,,52,,,,,,,12206.641,9748.985,0,0,16860.654,0,12156.987,9315.697,5197.82,8008.6494,
569,1551.868638413543,7.497857,,,,52,,,,,,,9231.622,14778.635,0,0,29462.02,0,27969.656,8228.027,778.9104,18174.904,
570,765.4435395386378,7.5145,,,,52,,,,,,,99.84403,12533.153,0,0,80509.78,0,70322.01,3156.7878,0,11839.825,
571,420.29424101492395,7.5173006,,,,,,,,,,,3240.722,9740.785,9367.56,5504.5283,34123.832,2949.489,28563.43,500.6272,178.3088,3116.9802,
572,809.4478153217485,7.5342503,,,,,,,,,,,7147.8486,642.4925,0,0,0,0,0,9280.123,8739.279,0,
573,787.4584614929482,7.542,,,,53,39,[M+H]+,,2,573;574,786.45235,0,9163.167,0,0,62860.434,0,58799.965,0,0,9576.715,
574,1595.8962656950932,7.5492854,,,,53,39,[2M+Na]+,,2,573;574,786.45235,7265.169,12704.566,0,0,25108.133,0,23454.719,3915.5496,128.71152,14288.841,
575,804.4872359880004,7.559571,,,,53,,,,,,,13428.239,19916.604,0,0,39608.855,0,37391.54,12747.132,6240.7324,24183.348,
576,806.9652356196781,7.559571,,,,53,,,,,,,10852.966,11585.254,0,0,15507.352,0,14068.586,13455.818,4994.626,9897.089,
577,807.4663237662573,7.559571,,,,53,,,,,,,11309.488,9216.562,0,0,12777.805,0,11744.192,8331.289,4202.9736,8167.783,
578,376.2674527255417,7.5717497,,,,,,,,,,,428.665,2259.9346,3668.0874,1013.3257,9951.555,718.0915,8672.098,0,0,98.719696,
579,632.3830278154453,7.590124,,,,,,,,,,,223.39398,321.8766,1146.3613,1179.6035,114.8261,617.53937,0,152.34492,0,389.4611,
580,809.4705278874842,7.605,,,,55,,,,,,,0,5749.8457,0,0,52684.555,0,46198.367,0,0,6463.959,
581,829.4796587904688,7.605857,,,,55,,,,,,,10621.822,11961.819,0,0,11975.832,0,12047.828,6841.8105,3333.0786,8172.46,
582,440.26065072852316,7.6065,,,,,,,,,,,0,127.56256,3078.7207,610.4606,380.8377,337.95386,373.14755,0,0,0,
583,400.26851953807176,7.6089997,,,,,,,,,,,1897.56,4168.9937,7132.7866,2407.3818,18359.865,2227.7886,14247.531,220.21307,239.83817,1601.4023,
584,1639.921841282101,7.6105003,,,,55,,,,,,,4947.582,9867.486,0,0,15939.89,0,15478.724,2295.5588,0,10748.144,
585,826.5002604366306,7.611,,,,55,,,,,,,11671.281,18673.842,0,0,38026.637,0,34744.277,10061.037,5298.777,23622.793,
586,828.978791335019,7.611,,,,55,,,,,,,10328.833,14383.406,0,0,13972.797,0,14373.038,8662.256,5857.71,9791.661,
587,374.2524611860767,7.622429,,,,,,,,,,,375.47488,1207.4739,2191.1685,773.3999,4617.702,389.95193,2695.1353,0,0,0,
588,454.27435688415045,7.6283336,,,,,,,,,,,0,0,2678.3916,216.64825,0,97.70067,0,0,0,0,
589,388.2669670032505,7.6327143,,,,,,,,,,,307.8108,1768.7467,3105.6914,1427.8574,9227.517,1087.1505,6961.6953,0,0,0,
590,831.48115126579,7.6499996,,,,56,,,,,,,0,6486.232,0,0,43246.93,0,21315.127,0,0,6348.5107,
591,747.3712842664796,7.666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4234.221,
592,1683.9477632245582,7.6705,,,,56,,,,,,,2201.5068,7575.1187,0,0,15660.695,0,11475.018,1343.2264,0,5687.1626,
593,848.5133620056997,7.6778574,,,,56,,,,,,,9608.823,16614.402,0,0,34299.47,0,23780.07,8820.196,4171.631,22352.781,
594,849.0151105676122,7.6778574,,,,56,,,,,,,6197.9287,9375.198,0,0,22712.953,0,18841.87,5590.8813,2462.9607,13459.953,
595,850.9918314970122,7.6778574,,,,56,,,,,,,8228.007,9999.801,0,0,14328.315,0,12109.993,9771.014,4476.2573,9044.412,
596,852.4945847600027,7.6778574,,,,56,,,,,,,1374.1007,1708.2911,0,0,2540.16,0,2336.7583,1661.877,471.73492,1734.7261,
597,434.3096886075724,7.6804447,,,,,,,,,,,3240.901,13055.594,4460.9,394.59705,54210.516,1332.0308,46808.117,158.4183,0,705.08246,
598,853.4737628174868,7.683,,,,,,,,,,,11753.429,5208.556,0,0,0,0,0,10303.71,6693.093,2119.3394,
599,870.526409512101,7.7190003,,,,50,,,,,,,7225.402,13871.278,0,0,23572.938,0,28790.816,5203.128,2185.0684,14969.765,
